City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Ancud,CL,-41.8697,-73.8203,53.42,91,100,5.46,overcast clouds
461,Krasnyy Klyuch,RU,55.3863,56.6529,31.08,72,98,10.69,overcast clouds
462,Guilin,CN,25.2819,110.2864,63.16,76,100,6.67,overcast clouds
463,Chara,RU,56.9064,118.2631,26.26,64,11,3.18,few clouds
464,Saint-Francois,FR,46.4154,3.9054,40.48,100,90,0.0,fog
465,Vila,PT,42.0304,-8.1588,47.32,62,100,3.15,overcast clouds
466,Huadian,CN,42.9633,126.7478,44.56,62,20,11.25,few clouds
467,Bakel,SN,14.905,-12.4568,86.92,56,98,8.21,overcast clouds
468,Eldorado,BR,-23.7869,-54.2836,67.08,68,100,2.73,overcast clouds
469,Rincon,US,32.296,-81.2354,64.85,88,1,4.61,clear sky
470,College,US,64.8569,-147.8028,31.59,90,90,1.01,overcast clouds
471,Koungheul,SN,13.9833,-14.8,81.14,70,100,6.78,overcast clouds
472,Broken Hill,AU,-31.95,141.4333,85.12,10,3,19.69,clear sky
473,Empalme,MX,27.9667,-110.8167,84.25,54,1,0.0,clear sky
474,Gombong,ID,-7.6072,109.5142,84.83,72,36,5.19,scattered clouds
475,Sungaipenuh,ID,-2.0833,101.3833,65.73,92,100,0.92,heavy intensity rain
476,Kijang,KR,35.2442,129.2139,64.02,44,7,2.37,clear sky
477,Kalispell,US,48.1958,-114.3129,48.24,53,90,11.5,overcast clouds
478,Alugan,PH,12.2188,125.4808,82.31,82,100,9.71,moderate rain
479,Forestville,US,38.8451,-76.875,54.05,66,20,14.97,few clouds
480,Mwandiga,TZ,-4.83,29.6581,74.66,66,98,4.14,overcast clouds
481,Emerald,AU,-23.5333,148.1667,83.34,56,0,9.8,clear sky
482,Troitskoye,RU,52.9821,84.6757,35.38,58,100,8.68,overcast clouds
483,Acari,PE,-15.4311,-74.6158,67.15,71,5,2.8,clear sky
484,Grindavik,IS,63.8424,-22.4338,44.55,81,90,28.77,overcast clouds
485,Opuwo,NA,-18.0607,13.84,69.37,22,99,3.36,overcast clouds
486,Newport,GB,51.5877,-2.9984,60.46,90,100,16.75,overcast clouds
487,Mindelo,CV,16.8901,-24.9804,76.55,73,20,18.41,few clouds
488,Storforshei,NO,66.4043,14.5233,38.66,99,100,2.59,overcast clouds
489,Freetown,SL,8.484,-13.2299,80.31,78,75,4.61,light rain
490,Geilo,NO,60.5333,8.2076,40.46,87,100,3.29,light rain
491,Balsas,BR,-7.5325,-46.0356,81.27,67,66,2.51,broken clouds
492,Portree,GB,57.4129,-6.1942,54.86,93,79,14.83,broken clouds
493,Santa Rosa,PH,14.3122,121.1114,86.11,66,100,10.29,overcast clouds
494,Solnechnyy,RU,50.7214,136.6319,41.83,82,100,1.16,overcast clouds
495,Erdenet,MN,49.0333,104.0833,35.76,49,8,4.32,clear sky
496,Tianpeng,CN,30.9866,103.9393,57.67,78,99,2.21,overcast clouds
497,Santa Cruz,BO,-17.8,-63.1667,72.86,64,20,6.91,few clouds
498,Khadyzhensk,RU,44.4256,39.5319,36.61,90,5,1.86,clear sky
499,Williams Lake,CA,52.1415,-122.1445,44.22,49,91,5.99,overcast clouds
500,Cabedelo,BR,-6.9811,-34.8339,75.87,73,6,11.99,clear sky
501,Lata,PT,40.1629,-8.3327,59.81,66,60,3.94,broken clouds
502,Dunedin,NZ,-45.8742,170.5036,57.56,81,62,4.72,broken clouds
503,Sibu,MY,2.3,111.8167,82.38,77,99,2.3,overcast clouds
504,Machinga,MW,-15.1685,35.3,70.95,78,3,3.8,light rain
505,Guane,CU,22.2025,-84.0875,77.74,88,100,1.43,overcast clouds
506,Leeton,AU,-34.5667,146.4,85.89,13,5,8.81,clear sky
507,Husavik,IS,66.0449,-17.3389,39.11,94,100,13.38,overcast clouds
508,Camabatela,AO,-8.1881,15.375,62.53,99,100,1.14,light rain
509,Osmena,PH,10.5208,119.9258,83.59,78,97,16.31,overcast clouds
510,Mangrol,IN,21.1167,70.1167,77.27,65,0,9.22,clear sky
511,Khandyga,RU,62.6667,135.6,30.29,96,100,1.92,overcast clouds
512,Humberto De Campos,BR,-2.5983,-43.4611,78.13,82,89,4.9,overcast clouds
513,Ati,TD,13.2154,18.3353,84.51,17,13,5.28,few clouds
514,Buin,CL,-33.7333,-70.75,70.74,70,0,2.73,clear sky
515,Kargat,RU,55.1956,80.2811,27.19,72,9,10.89,clear sky
516,Hanna,CA,51.6334,-111.9018,51.31,38,0,4.85,clear sky
517,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,40,16.11,scattered clouds
518,Korla,CN,41.7597,86.1469,43.92,44,0,3.78,clear sky
519,Zhoucheng,CN,35.9122,116.3117,60.03,49,32,4.29,light rain
520,Sabha,LY,27.0377,14.4283,67.89,27,33,9.06,scattered clouds
521,Matay,EG,28.419,30.7792,68.85,59,0,8.03,clear sky
522,Verkhnyaya Khava,RU,51.8404,39.9413,35.67,52,94,10.63,overcast clouds
523,Green River,US,41.5286,-109.4662,36.99,68,8,8.01,clear sky
524,Sisimiut,GL,66.9395,-53.6735,19.96,59,26,8.34,scattered clouds
525,Pacific Grove,US,36.6177,-121.9166,65.44,74,40,1.01,scattered clouds
526,Soe,ID,-9.8607,124.284,85.6,36,64,5.68,broken clouds
527,Leskovik,AL,40.1514,20.5972,36.16,80,17,6.02,few clouds
528,Kozmodemyansk,RU,56.3367,46.5711,34.63,81,100,10.51,overcast clouds
529,Severomuysk,RU,56.1481,113.4267,16.61,90,57,1.97,broken clouds
530,Bahia Honda,CU,22.9036,-83.1592,78.55,83,100,0.85,overcast clouds
531,Camopi,GF,3.1655,-52.3158,74.71,92,61,4.76,broken clouds
532,Mezen,RU,65.8522,44.24,26.65,95,100,11.16,light snow
533,Amot,NO,59.5714,7.9877,43.52,99,100,4.41,overcast clouds
534,Kasongo-Lunda,CD,-6.4667,16.8167,69.12,98,100,0.58,overcast clouds
535,Tolmachevo,RU,54.9824,82.7363,29.41,63,20,11.18,few clouds
536,Wajima,JP,37.4,136.9,62.98,75,100,12.24,overcast clouds
537,Sabang,ID,5.8933,95.3214,80.64,78,100,8.7,light rain
538,Pathardi,IN,19.1667,75.1833,67.68,67,0,4.27,clear sky
539,Leshukonskoye,RU,64.8989,45.7622,27.18,96,100,9.15,snow
540,Mineiros,BR,-17.5694,-52.5511,71.58,86,98,1.99,overcast clouds
541,Provideniya,RU,64.3833,-173.3,19.51,68,90,8.95,light snow
542,Omsukchan,RU,62.5333,155.8,9.21,90,6,1.43,clear sky
543,Pangai,TO,-19.8,-174.35,80.71,65,40,16.11,scattered clouds
544,Petatlan,MX,17.5167,-101.2667,82.2,92,100,1.61,overcast clouds
545,Elizabeth City,US,36.2946,-76.2511,61.99,53,75,5.99,broken clouds
546,Paka,MY,4.6374,103.4368,84.13,79,20,2.3,few clouds
547,Shirokiy,RU,49.758,129.523,40.08,67,100,4.25,overcast clouds
548,Port Macquarie,AU,-31.4333,152.9167,76.89,54,5,12.41,clear sky
549,Palu,ID,-0.8917,119.8707,87.55,64,58,3.38,broken clouds
550,Namatanai,PG,-3.6667,152.4333,83.93,71,48,6.13,light rain
551,Vanavara,RU,60.34,102.2797,35.64,80,100,12.73,overcast clouds
552,Bubaque,GW,11.2833,-15.8333,82.0,74,98,6.44,overcast clouds
553,Baykit,RU,61.67,96.37,35.44,83,100,14.0,moderate rain
554,Halifax,CA,44.6453,-63.5724,53.1,85,100,8.99,overcast clouds
555,Talnakh,RU,69.4865,88.3972,10.62,92,100,3.96,overcast clouds
556,Aykhal,RU,66.0,111.5,1.45,100,98,3.44,overcast clouds
557,Muzhi,RU,65.3667,64.6667,21.52,71,83,16.37,broken clouds
558,Khorixas,NA,-20.3667,14.9667,65.14,34,100,3.58,overcast clouds
559,Pitimbu,BR,-7.4706,-34.8086,75.79,73,4,12.17,clear sky
560,Trelew,AR,-43.249,-65.3051,69.89,31,1,16.91,clear sky
561,Mandan,US,46.8267,-100.8896,47.03,96,90,6.91,light intensity drizzle
562,Ngunguru,NZ,-35.6167,174.5,65.73,70,100,11.21,overcast clouds
563,Saiha,IN,22.4833,92.9667,68.09,99,98,2.44,overcast clouds
564,Faanui,PF,-16.4833,-151.75,79.74,72,15,7.85,few clouds
565,Whitehorse,CA,60.7161,-135.0538,32.09,92,75,3.0,light snow
566,Axim,GH,4.8699,-2.2405,77.67,87,99,4.81,overcast clouds
567,Chincha Alta,PE,-13.4099,-76.1323,59.76,80,13,2.37,few clouds
568,Honningsvag,NO,70.9821,25.9704,36.25,56,81,27.74,broken clouds
569,Ilheus,BR,-14.7889,-39.0494,80.42,78,20,11.5,few clouds
570,Ormara,PK,25.2088,64.6357,76.53,59,0,4.45,clear sky
571,Vao,NC,-22.6667,167.4833,73.27,83,100,9.69,overcast clouds
572,Dimbokro,CI,6.6451,-4.7048,73.99,96,100,2.91,overcast clouds
573,Trairi,BR,-3.2778,-39.2689,80.15,73,29,12.17,scattered clouds
574,Tayshet,RU,55.9342,98.0044,48.47,46,100,13.6,overcast clouds
575,Portland,US,45.5234,-122.6762,56.28,90,75,1.99,broken clouds
576,Otavi,NA,-19.65,17.3333,73.38,47,99,9.17,light rain
577,Launceston,AU,-41.45,147.1667,64.62,61,0,5.01,clear sky
578,Digby,CA,44.6169,-65.7655,53.58,81,100,25.03,light rain
579,Tessalit,ML,20.1986,1.0114,81.0,18,75,8.28,broken clouds
580,Beloha,MG,-25.1667,45.05,71.2,89,81,10.11,broken clouds
581,Piriyapatna,IN,12.3397,76.0992,68.72,93,100,4.03,overcast clouds
582,Shenzhen,CN,22.5455,114.0683,80.15,81,100,5.12,light rain
583,Buchanan,LR,5.8808,-10.0467,77.13,88,97,1.81,overcast clouds
584,Kalmunai,LK,7.4167,81.8167,77.09,87,95,7.7,overcast clouds
585,Trinidad,BO,-14.8333,-64.9,80.92,48,90,4.43,overcast clouds
586,Dwarka,IN,22.2394,68.9678,79.95,57,0,12.01,clear sky
587,Lubao,PH,14.9167,120.55,86.14,73,92,8.59,overcast clouds
588,Ambilobe,MG,-13.2,49.05,68.4,82,0,3.6,clear sky
589,Torbat-E Jam,IR,35.244,60.6225,48.61,41,3,7.65,clear sky
590,Ossora,RU,59.2353,163.0719,27.05,86,91,2.82,overcast clouds
591,Marzuq,YE,14.4,46.4667,68.13,58,1,3.11,clear sky
592,Mount Gambier,AU,-37.8333,140.7667,75.11,23,100,24.16,overcast clouds
593,The Valley,AI,18.217,-63.0578,81.1,70,1,9.46,clear sky
594,Lufilufi,WS,-13.8745,-171.5986,85.78,79,81,15.01,light rain
595,Inverness,GB,57.4791,-4.224,54.79,88,40,3.0,scattered clouds
596,Bartlesville,US,36.7473,-95.9808,67.1,76,20,11.5,few clouds
597,Sulangan,PH,11.1373,123.7228,82.29,80,100,14.0,moderate rain
598,Zarubino,RU,42.63,131.0922,52.74,55,0,14.07,clear sky
599,Cockburn Town,TC,21.4612,-71.1419,82.11,75,94,3.13,overcast clouds
600,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.42,99,100,0.51,overcast clouds
601,Pangody,RU,65.85,74.4859,13.48,94,11,7.16,few clouds
602,Port Pirie,AU,-33.1833,138.0167,68.09,25,100,16.11,light rain
603,Lethem,GY,3.3803,-59.7968,77.67,80,37,2.62,scattered clouds
604,Okato,NZ,-39.2,173.8833,62.98,72,100,7.81,overcast clouds
605,Pemangkat,ID,1.1667,108.9667,82.36,77,35,3.69,scattered clouds
606,Gravdal,NO,68.1214,13.5031,42.69,89,100,3.4,overcast clouds
607,Otane,NZ,-39.8833,176.6333,66.38,55,100,1.88,overcast clouds
608,Kyra,RU,49.5776,111.9753,37.69,51,0,2.75,clear sky
609,Honiara,SB,-9.4333,159.95,88.43,63,84,4.14,broken clouds
610,Werda,BW,-25.2667,23.2833,70.99,54,100,16.55,overcast clouds
611,Galle,LK,6.0367,80.217,76.19,83,91,5.99,overcast clouds
612,Banff,CA,51.1762,-115.5698,42.03,60,19,3.44,few clouds
613,Noyabrsk,RU,63.1994,75.4507,19.33,89,100,18.23,overcast clouds
614,Laurel,US,39.0993,-76.8483,53.76,73,75,4.0,broken clouds
615,Manggar,ID,-2.8833,108.2667,84.38,70,34,0.6,scattered clouds
616,Avera,US,33.194,-82.5271,62.71,60,0,6.04,clear sky
617,At-Bashi,KG,41.1702,75.8106,28.11,66,17,2.57,few clouds
618,Egvekinot,RU,66.3167,-179.1667,5.09,83,95,6.31,overcast clouds
619,Chhatarpur,IN,24.9,79.6,65.88,68,0,3.65,clear sky
620,Uruzgan,AF,32.8333,66.0,46.63,30,0,5.77,clear sky
621,Erice,IT,38.037,12.5865,57.67,94,40,2.3,scattered clouds
622,Kautokeino,NO,69.0125,23.0412,19.49,96,100,8.81,overcast clouds
623,Saint-Louis,SN,16.3333,-15.0,84.07,46,94,11.83,overcast clouds
624,Guatire,VE,10.4762,-66.5427,77.5,96,100,2.26,overcast clouds
625,Gander,CA,48.9682,-54.5906,35.73,74,40,1.99,scattered clouds
626,Mayo,US,38.8876,-76.5119,54.41,70,1,14.0,clear sky
627,Kavaratti,IN,10.5669,72.642,81.3,77,100,12.66,overcast clouds
628,Veraval,IN,20.9,70.3667,77.58,62,1,9.55,clear sky
629,Kargasok,RU,59.0556,80.8572,24.44,77,100,19.37,overcast clouds
630,Nampula,MZ,-15.1165,39.2666,68.09,88,4,1.03,clear sky
631,Quatre Cocos,MU,-20.2078,57.7625,72.09,68,6,14.07,clear sky
632,Plettenberg Bay,ZA,-34.0527,23.3716,61.9,91,45,8.21,scattered clouds
633,Rabo De Peixe,PT,37.8,-25.5833,69.31,88,40,16.11,scattered clouds
634,Akyab,MM,20.15,92.9,77.68,82,57,5.14,broken clouds
635,Oussouye,SN,12.485,-16.5469,78.98,79,100,2.64,overcast clouds
636,Swan Hill,AU,-35.3378,143.5544,81.79,13,25,13.4,scattered clouds
637,Dhidhdhoo,MV,6.8833,73.1,81.45,76,100,9.46,overcast clouds
638,Alberton,CA,46.8168,-64.0654,50.13,74,100,18.28,overcast clouds
639,Kazachinskoye,RU,57.6953,93.2761,37.62,65,42,16.51,scattered clouds
640,Angoche,MZ,-16.2325,39.9086,76.24,84,19,7.36,few clouds
641,Aasiaat,GL,68.7098,-52.8699,3.16,86,32,5.75,scattered clouds
642,Zykovo,RU,55.9519,93.1461,39.94,66,100,17.13,overcast clouds
643,Myaundzha,RU,63.0494,147.1858,3.63,93,100,0.67,overcast clouds
644,Medicine Hat,CA,50.0501,-110.6683,51.37,41,20,4.0,few clouds
645,Springbok,ZA,-29.6643,17.8865,62.04,35,85,1.81,overcast clouds
646,Baglung,NP,28.2719,83.5898,54.57,56,1,6.67,clear sky
647,Yablonovo,RU,50.8523,37.3574,35.46,48,60,8.9,broken clouds
648,Upington,ZA,-28.4478,21.2561,74.59,34,9,16.4,clear sky
649,Libenge,CD,3.65,18.6333,70.81,98,100,0.94,moderate rain
650,Cayenne,GF,4.9333,-52.3333,81.09,87,20,3.0,few clouds
651,Kropotkin,RU,45.4375,40.5756,35.74,72,3,9.1,clear sky
652,Boa Viagem,BR,-5.1275,-39.7322,77.74,63,38,6.64,scattered clouds
653,Mopti,ML,14.6667,-4.0,87.3,27,53,2.98,broken clouds
654,Napanee,CA,44.2501,-76.9494,48.9,93,100,14.79,moderate rain
655,Nkhotakota,MW,-12.9274,34.2961,77.13,70,4,7.74,clear sky
656,Smithers,CA,54.7804,-127.1743,44.92,81,75,5.75,broken clouds
657,Kiunga,PG,-6.1219,141.2906,87.96,64,94,2.19,overcast clouds
658,Durazno,UY,-33.4131,-56.5006,68.43,65,0,9.28,clear sky
659,Krasnoselkup,RU,65.7,82.4667,19.35,95,100,14.85,light snow
660,Kirakira,SB,-10.4544,161.9205,84.76,73,86,7.0,overcast clouds
661,Sioux Lookout,CA,50.1001,-91.917,39.58,75,40,8.05,scattered clouds
662,Vanimo,PG,-2.6741,141.3028,84.43,71,96,8.63,overcast clouds
663,Qarqin,AF,37.4185,66.0436,58.03,33,100,4.72,overcast clouds
664,Hearst,CA,49.6835,-83.6665,34.27,91,61,4.05,broken clouds
665,Sagua La Grande,CU,22.8067,-80.0756,77.99,84,92,3.78,overcast clouds
666,Monze,ZM,-16.2833,27.4833,73.49,53,11,9.06,few clouds
667,Laje,BR,-10.1833,-40.9667,75.81,58,28,14.34,scattered clouds
668,Raga,SS,8.4596,25.678,72.77,81,100,3.09,overcast clouds
669,Prainha,BR,-1.8,-53.48,78.53,79,27,5.66,scattered clouds
670,Jalu,LY,29.0331,21.5482,68.72,53,0,9.82,clear sky
671,Atherton,GB,53.5237,-2.4935,61.25,79,100,12.28,overcast clouds
672,Sayyan,YE,15.1718,44.3244,51.93,21,2,3.49,clear sky
673,Ulladulla,AU,-35.35,150.4667,76.77,46,5,7.56,clear sky
674,Suzun,RU,53.7841,82.3116,30.24,64,100,7.02,overcast clouds
675,Oneonta,US,42.4529,-75.0638,55.65,89,100,1.01,overcast clouds
676,Bichura,RU,50.5881,107.6022,39.69,53,12,2.91,few clouds
677,Toamasina,MG,-18.1667,49.3833,72.63,77,33,2.1,scattered clouds
678,Saint-Joseph,RE,-21.3667,55.6167,70.16,75,37,8.14,scattered clouds
679,Alekseyevka,RU,50.6309,38.6903,32.49,47,56,7.67,broken clouds
680,Lucea,JM,18.451,-78.1736,80.46,79,10,4.85,clear sky
681,Kurumkan,RU,54.3,110.3,31.87,79,70,2.91,broken clouds
682,Osypenko,UA,46.9136,36.8253,41.85,59,2,8.99,clear sky
683,Guarapari,BR,-20.6667,-40.4975,75.09,95,100,6.2,overcast clouds
684,Anori,BR,-3.7728,-61.6442,74.71,93,78,2.01,broken clouds
685,Alta Floresta,BR,-9.8756,-56.0861,71.08,97,53,0.49,broken clouds
686,Rancho Cordova,US,38.5891,-121.3027,64.38,62,90,5.75,overcast clouds
687,Milkovo,RU,54.7167,158.6167,40.42,79,1,4.83,clear sky
688,Ternate,ID,0.8,127.4,84.67,68,12,0.6,few clouds
689,Kitui,KE,-1.367,38.0106,62.96,92,23,6.02,few clouds
690,Rabaul,PG,-4.1967,152.1721,85.24,67,20,6.78,few clouds
